Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_mode,in_sl_atr_factor_from_entry,in_sl_padding_atr_factor,in_trailing_stop_atr_factor
2854,98.44,173.46,1.04494,2.298256,2.880438,12.0326,0,11.597,166,true,5,104,0.9,1,3.6,0.3,2.5
3975,88.65,173.42,0.8671,1.972031,2.03688,8.864565,0,15.1452,200,true,5,110,0.8,1,2.8,0.8,2.6
3913,99.86,173.34,1.343721,2.956875,5.052171,18.38923,0,6.3407,129,true,5,108,1,1,2.4,0.9,2.4
3029,99.52,173.34,1.4445,3.096263,3.314974,15.086792,0,9.7735,120,true,5,110,1,1,4,0.4,2.6
4116,99.86,173.32,1.520351,3.137115,4.438412,15.086037,0,7.4256,114,true,5,108,1,0,3.2,0.9,2
3103,99.67,173.24,1.443667,3.206879,3.544915,15.326649,0,9.1211,120,true,5,110,1,1,3.2,0.4,3.7
3059,99.78,173.22,1.228511,2.66254,4.199273,17.36709,0,7.9489,141,true,5,104,1,1,2.8,0.7,2.8
3254,99.74,173.22,1.374762,3.02715,4.121342,18.049129,0,7.796,126,true,5,110,1,1,2.2,0.7,1.5
2728,99.27,173.17,1.030774,2.192302,3.240457,11.745522,0,10.2874,168,true,5,102,0.9,0,3.6,0.9,3.9
3100,99.78,173.14,1.227943,2.629246,4.155028,17.29845,0,8.0404,141,true,5,104,1,1,2.8,0.8,2
3685,99.84,173.12,1.505391,3.294804,4.262989,15.522037,0,7.6968,115,true,5,108,1,0,2.6,0.2,2.2
2417,99.82,173.04,1.373333,3.132085,4.388537,17.83213,0,7.302,126,true,5,110,1,1,2.4,0.4,3.8
899,99.43,172.97,1.441417,3.040222,3.206117,15.167465,0,10.0892,120,true,5,110,1,1,3.6,0.7,2.2
2976,99.44,172.84,1.440333,3.050297,3.221622,15.185283,0,10.029,120,true,5,110,1,1,3.2,0.8,2.4
3483,99.89,172.83,1.516053,3.239891,4.842533,15.204963,0,6.7803,114,true,5,108,1,0,2.2,0.7,3.5
2998,99.76,172.79,1.371349,3.091129,4.254863,18.091328,0,7.5145,126,true,5,110,1,1,2.2,0.5,2.3
1331,99.63,172.79,1.428017,3.183622,3.46342,15.390112,0,9.3054,121,true,5,110,1,1,3,0.3,3.6
2603,92.44,172.74,1.207972,2.392391,2.111478,10.345186,0,15.3796,143,true,5,110,0.9,0,2.2,1,2
2644,97.92,172.69,1.136118,2.468203,2.646996,11.455955,0,12.2314,152,true,5,110,0.9,1,3,0.7,3.5
2081,82.99,172.68,1.143576,2.445989,2.120855,11.394941,0,12.2484,151,true,5,104,1,1,1.4,0.8,2.3
1938,82.99,172.68,1.143576,2.445989,2.120855,11.394941,0,12.2484,151,true,5,104,1,1,1.4,0.8,1.7
1678,82.99,172.68,1.143576,2.445989,2.120855,11.394941,0,12.2484,151,true,5,104,1,1,1.4,0.8,3.3
1624,82.99,172.68,1.143576,2.445989,2.120855,11.394941,0,12.2484,151,true,5,104,1,1,1.4,0.8,3.6
4058,99.86,172.68,1.514737,3.129223,4.422023,15.034627,0,7.4256,114,true,5,108,1,0,3.4,0.9,2.1
4030,99.86,172.68,1.514737,3.129223,4.422023,15.034627,0,7.4256,114,true,5,108,1,0,2.6,0.9,2.1
3177,99.65,172.62,1.4385,3.181749,3.50213,15.248159,0,9.2036,120,true,5,110,1,1,3.6,0.3,3.7
3055,99.62,172.61,1.426529,3.181347,3.459812,15.374279,0,9.3054,121,true,5,110,1,1,3,0.3,3.7
3656,99.82,172.55,1.500435,3.240909,4.12503,15.424719,0,7.9326,115,true,5,108,1,0,3.4,0.3,1.9
2577,99.42,172.54,1.437833,3.03515,3.198146,15.132771,0,10.0892,120,true,5,110,1,1,3.6,0.7,2.3
3149,99.79,172.54,1.223688,2.673196,4.227885,17.339154,0,7.8609,141,true,5,104,1,1,2.6,0.7,3.7
3028,99.79,172.54,1.223688,2.673196,4.227885,17.339154,0,7.8609,141,true,5,104,1,1,2.6,0.7,3.8
3101,99.62,172.49,1.425537,3.179831,3.457406,15.362475,0,9.3054,121,true,5,110,1,1,3,0.3,3.8
3799,99.85,172.47,1.425372,3.055662,4.308519,16.169293,0,7.5715,121,true,5,108,1,1,3.4,0.9,2.8
2463,99.52,172.43,1.436917,3.08551,3.298833,15.192306,0,9.7674,120,true,5,110,1,1,3.2,0.7,2.8
4000,99.81,172.42,1.424959,2.975255,4.057896,15.945456,0,8.0498,121,true,5,108,1,1,4,1,1.8
3061,99.77,172.39,1.222624,2.622189,4.137029,17.23168,0,8.0404,141,true,5,104,1,1,2.8,0.8,2.3
3070,99.79,172.35,1.367857,3.019569,4.142033,17.695449,0,7.7323,126,true,5,110,1,1,2.4,0.7,2.8
1098,99.38,172.35,1.42438,3.032669,3.159487,15.240764,0,10.1902,121,true,5,110,1,1,3,0.7,2.4
4001,99.86,172.31,1.511491,3.124661,4.412548,15.005214,0,7.4256,114,true,5,108,1,0,2.6,0.9,2.3
3175,99.77,172.3,1.221986,2.597441,4.111191,17.185047,0,8.0959,141,true,5,104,1,1,2.6,0.9,1.7
3420,99.79,172.17,1.366429,3.01746,4.137707,17.677091,0,7.7323,126,true,5,110,1,1,2.4,0.7,2.9
4111,99.82,172.16,1.42281,2.996058,4.11374,15.952496,0,7.9237,121,true,5,108,1,1,4,0.9,2.1
2893,99.77,172.14,1.220851,2.619836,4.13103,17.209224,0,8.0404,141,true,5,104,1,1,2.8,0.8,2.5
3778,99.84,172.11,1.422397,3.026254,4.231866,16.113431,0,7.6973,121,true,5,108,1,1,3.4,1,2.6
4149,99.85,171.96,1.508421,3.085375,4.280807,14.94434,0,7.6409,114,true,5,108,1,0,2.6,1,2
2708,99.25,171.93,1.292707,2.866167,3.124296,14.572183,0,10.221,133,true,5,112,1,1,3,0.4,1.7
3037,99.41,171.93,1.43275,3.027955,3.18684,15.081199,0,10.0892,120,true,5,110,1,1,3.6,0.7,2.5
3730,99.86,171.92,1.50807,3.119852,4.402561,14.972655,0,7.4256,114,true,5,108,1,0,3.2,0.9,2.5
3598,99.86,171.92,1.50807,3.119852,4.402561,14.972655,0,7.4256,114,true,5,108,1,0,3.4,0.9,2.5
2668,99.37,171.92,1.420826,3.027598,3.151604,15.2057,0,10.1902,121,true,5,110,1,1,3,0.7,2.5
2451,99.51,171.88,1.432333,3.078858,3.288311,15.146393,0,9.7674,120,true,5,110,1,1,3.2,0.7,3
3945,99.86,171.88,1.420496,3.095586,4.451696,16.153049,0,7.2972,121,true,5,108,1,1,3.4,0.8,3.8
2943,99.81,171.8,1.363492,3.08192,4.274695,17.704507,0,7.4505,126,true,5,110,1,1,2.4,0.5,3.7
3009,99.62,171.76,1.431333,3.150764,3.437262,15.192226,0,9.3302,120,true,5,110,1,1,3.2,0.5,3.8
1329,99.81,171.68,1.36254,3.080465,4.271709,17.69036,0,7.4505,126,true,5,110,1,1,2.4,0.5,3.8
2302,99.76,171.67,1.36246,2.936273,3.936482,17.534745,0,8.1227,126,true,5,110,1,1,2.4,0.9,2.2
2468,95.26,171.56,1.19972,2.47186,2.293276,10.403166,0,14.0578,143,true,5,110,0.9,0,3.2,0.7,3.5
3136,99.78,171.47,1.216099,2.645743,4.156848,17.195197,0,7.9489,141,true,5,104,1,1,2.8,0.7,3.7
2163,99.78,171.47,1.216099,2.645743,4.156848,17.195197,0,7.9489,141,true,5,104,1,1,2.8,0.7,3.8
1903,97.74,171.42,1.051656,2.224166,2.587081,8.580055,0,12.3962,163,true,5,120,1,0,2.6,0.7,3.1
3704,99.79,171.4,1.490435,3.174299,3.943856,15.27241,0,8.2445,115,true,5,108,1,0,2.2,0.4,1.7
3523,99.19,171.39,1.42825,2.94452,3.023285,14.956098,0,10.6107,120,true,5,110,1,1,3.4,1,1.8
3027,99.37,171.39,1.42825,3.00879,3.148815,15.029352,0,10.1793,120,true,5,110,1,1,3.4,0.8,2.5
3719,99.84,171.37,1.416281,3.017542,4.213671,16.047417,0,7.6973,121,true,5,108,1,1,3.4,1,2.9
3215,99.71,171.35,1.134768,2.488705,3.87933,17.67811,0,8.4462,151,true,5,102,1,1,2.6,0.7,1.7
3657,99.33,171.32,1.427667,2.992093,3.11095,15.018024,0,10.299,120,true,5,110,1,1,3.2,0.9,2.3
3914,99.86,171.32,1.502807,3.112454,4.387196,14.923691,0,7.4256,114,true,5,108,1,0,3.4,0.9,2.6
3948,99.86,171.32,1.502807,3.112454,4.387196,14.923691,0,7.4256,114,true,5,108,1,0,2.2,0.9,2.6
2368,99.81,171.25,1.359127,3.075254,4.26101,17.645686,0,7.4505,126,true,5,110,1,1,2.4,0.5,3.9
3135,99.76,171.24,1.359048,2.931423,3.926622,17.494025,0,8.1227,126,true,5,110,1,1,2.4,0.9,2.3
2017,99.56,171.13,1.414298,3.122938,3.34565,15.206086,0,9.5436,121,true,5,110,1,1,3,0.4,3.7
2790,92.03,171.05,1.187847,2.445656,2.082674,10.462311,0,15.4293,144,true,5,110,0.9,0,1.6,0.5,2.4
3872,99.84,170.95,1.499561,3.073126,4.255663,14.863608,0,7.6409,114,true,5,108,1,0,2.6,1,2.3
3837,99.84,170.89,1.499035,3.072399,4.25417,14.857225,0,7.6409,114,true,5,108,1,0,3.4,1,2.4
3266,99.27,170.88,1.424,2.967077,3.068414,14.808488,0,10.4214,120,true,5,110,1,1,4,0.7,2.2
3077,99.46,170.86,1.423833,3.041338,3.220735,15.025113,0,9.9176,120,true,5,110,1,1,3.4,0.7,3
3399,99.26,170.85,1.42375,2.963342,3.059087,14.942262,0,10.4496,120,true,5,110,1,1,3.4,0.9,2.1
2710,92.16,170.82,1.194545,2.376914,2.088009,10.237099,0,15.3796,143,true,5,110,0.9,0,3.8,1,2.3
1537,99.42,170.81,1.423417,3.026216,3.183784,15.017237,0,10.029,120,true,5,110,1,1,3.2,0.8,2.8
2124,99.23,170.72,1.510796,3.003286,3.041511,14.044293,0,10.5539,113,true,5,110,1,0,2.8,0.7,1.5
4226,92.12,170.57,1.192797,2.374899,2.084953,10.222377,0,15.3796,143,true,5,110,0.9,0,1.6,1,2.4
4133,99.84,170.56,1.49614,3.068397,4.245955,14.831097,0,7.6409,114,true,5,108,1,0,3.4,1,2.5
1978,99.76,170.48,1.209078,2.565042,4.025502,16.975988,0,8.1842,141,true,5,104,1,1,2.8,0.9,2
2894,99.76,170.4,1.352381,3.062205,4.196011,17.848587,0,7.5145,126,true,5,110,1,1,2.2,0.5,2.9
2786,98.64,170.38,1.02024,2.369724,3.400798,13.396108,0,9.35,167,true,5,106,0.9,1,2.2,0.3,2.5
2801,99.39,170.33,1.419417,3.009082,3.157183,14.948215,0,10.0892,120,true,5,110,1,1,3.6,0.7,2.8
2903,99.8,170.3,1.351587,3.026898,4.15873,17.521098,0,7.6009,126,true,5,110,1,1,2.4,0.6,3.7
3824,99.84,170.25,1.407025,3.017897,4.210982,15.821544,0,7.6488,121,true,5,108,1,1,4,0.8,3.5
3274,99.8,170.18,1.350635,3.02547,4.1558,17.506991,0,7.6009,126,true,5,110,1,1,2.4,0.6,3.8
2284,99.55,170.15,1.406198,3.11078,3.326491,15.087468,0,9.5436,121,true,5,110,1,1,3,0.4,4
1272,99.35,170.14,1.406116,3.006605,3.118973,15.055947,0,10.1902,121,true,5,110,1,1,3,0.7,2.9
4022,99.82,170.12,1.40595,2.972406,4.064994,15.774049,0,7.9237,121,true,5,108,1,1,4,0.9,2.8
3221,99.77,170.05,1.206028,2.576581,4.057504,16.984478,0,8.0959,141,true,5,104,1,1,2.6,0.9,2.6
3182,99.76,169.98,1.205532,2.560452,4.013695,16.931662,0,8.1842,141,true,5,104,1,1,2.8,0.9,2.1
4167,99.84,169.96,1.490877,3.061121,4.231018,14.782196,0,7.6409,114,true,5,108,1,0,3.4,1,2.6
2916,97.28,169.95,0.954775,2.226014,3.4375,13.468839,0,9.4964,178,true,5,104,0.9,1,2.2,0.3,2.5
3455,99.9,169.92,1.277594,2.737601,5.336683,16.04231,0,6.094,133,true,5,102,1,0,2.6,0.6,2.3
3628,99.79,169.9,1.348413,2.99086,4.083153,17.440298,0,7.7323,126,true,5,110,1,1,2.4,0.7,3.5
3699,99.35,169.79,1.414917,2.990038,3.119419,14.896398,0,10.1793,120,true,5,110,1,1,3.4,0.8,2.8
2289,99.39,169.78,1.414833,3.002595,3.146988,14.902465,0,10.0892,120,true,5,110,1,1,3.6,0.7,3
2095,99.34,169.77,1.403058,3.002241,3.112191,15.025418,0,10.1902,121,true,5,110,1,1,3,0.7,3
2340,98.89,169.52,1.072911,2.453361,3.208783,12.679633,0,9.8742,158,true,5,110,0.9,1,2.2,0.5,3.8
2796,99.76,169.48,1.201986,2.555862,4.001889,16.886945,0,8.1842,141,true,5,104,1,1,2.8,0.9,2.5
2966,99.76,169.42,1.20156,2.550897,4.008044,16.884181,0,8.1743,141,true,5,104,1,1,2.6,1,2.3
2501,99.77,169.39,1.201348,2.593959,4.065035,16.946959,0,8.0404,141,true,5,104,1,1,2.8,0.8,3.7
3768,90.69,169.3,0.825854,1.863423,2.076791,7.265941,0,14.1929,205,true,5,112,0.8,0,3.2,0.3,3.5
3881,91.88,169.01,1.181888,2.362325,2.065884,10.135508,0,15.3796,143,true,5,110,0.9,0,3.4,1,2.6
3589,99.69,168.99,1.119139,2.438703,3.793266,17.389798,0,8.5332,151,true,5,102,1,1,2.6,0.8,1.7
2992,88.79,168.98,0.875544,1.966318,1.984731,7.98467,0,15.3563,193,true,5,110,0.8,1,3.2,0.8,2.8
2988,99.79,168.98,1.341111,2.98008,4.061043,17.350711,0,7.7323,126,true,5,110,1,1,2.4,0.7,3.7
3062,98.88,168.91,1.069051,2.448131,3.197236,12.635106,0,9.8742,158,true,5,110,0.9,1,2.2,0.5,3.9
3239,99.89,168.9,1.269925,2.683109,5.229102,15.893316,0,6.1939,133,true,5,102,1,0,3.8,0.7,1.7
3114,99.75,168.9,1.340476,3.007607,4.082669,17.6623,0,7.6648,126,true,5,110,1,1,2.2,0.6,2.9
3261,99.19,168.82,1.493982,2.98099,3.007661,13.899931,0,10.5539,113,true,5,110,1,0,3.8,0.7,2
2667,99.7,168.69,1.117152,2.465595,3.819108,17.425263,0,8.4462,151,true,5,102,1,1,2.6,0.7,2.8
3338,99.07,168.6,1.393388,2.913517,2.939843,14.845296,0,10.722,121,true,5,110,1,1,3,0.9,2.5
2187,99.39,168.36,1.403,2.997153,3.138117,14.802865,0,10.029,120,true,5,110,1,1,3.2,0.8,3.5
1685,99.75,168.35,1.193972,2.526154,3.9417,16.741992,0,8.2627,141,true,5,104,1,1,2.8,1,2.3
3210,99.72,168.35,1.336111,2.933502,3.916027,17.523625,0,7.9833,126,true,5,110,1,1,2.2,0.8,2.3
4138,84.86,168.1,0.82402,1.96145,2.208936,9.138877,0,13.4545,204,true,5,110,0.8,1,2.6,0.2,1.7
2721,99.47,168.08,1.400667,3.032898,3.215611,14.784213,0,9.7674,120,true,5,110,1,1,3.2,0.7,4
3675,99.22,168.06,1.4005,2.934615,3.017777,14.576527,0,10.4214,120,true,5,110,1,1,4,0.7,2.9
2829,99.17,168.02,1.486903,2.971603,2.993408,13.838796,0,10.5539,113,true,5,110,1,0,2.8,0.7,2.1
3017,99.76,167.92,1.190922,2.537166,3.972557,16.748223,0,8.1743,141,true,5,104,1,1,2.6,1,3.1
3591,99.12,167.89,1.399083,2.904811,2.961545,14.67223,0,10.6107,120,true,5,110,1,1,3.4,1,2.6
3575,99.75,167.88,1.459826,3.079782,3.731496,14.96227,0,8.5396,115,true,5,108,1,0,2.6,0.5,2.1
3073,99.74,167.73,1.33119,2.868233,3.814646,17.119427,0,8.2001,126,true,5,110,1,1,2.4,1,2.9
3882,98.92,167.68,1.397333,2.859186,2.866815,14.466119,0,10.9544,120,true,5,110,1,1,4,0.9,2.1
3474,99.89,167.66,1.260602,2.670752,5.190712,15.785931,0,6.1939,133,true,5,102,1,0,2.8,0.7,2.1
2380,93.52,167.62,1.148082,2.436948,2.152838,10.309077,0,14.6243,146,true,5,110,0.9,0,2.4,0.4,3.7
1625,93.52,167.62,1.148082,2.436948,2.152838,10.309077,0,14.6243,146,true,5,110,0.9,0,2.2,0.4,3.7
2986,99.75,167.6,1.188652,2.519355,3.92414,16.674558,0,8.2627,141,true,5,104,1,1,2.8,1,2.7
2857,99.76,167.55,1.188298,2.553403,3.997853,16.744726,0,8.0959,141,true,5,104,1,1,2.6,0.9,3.9
3364,99.9,167.41,1.258722,2.711934,5.257852,15.815905,0,6.094,133,true,5,102,1,0,2.2,0.6,3.6
2679,99.16,167.29,1.480442,2.963037,2.980403,13.780906,0,10.5539,113,true,5,110,1,0,2.8,0.7,2.4
3087,99.74,167.24,1.327302,2.862776,3.803502,17.06986,0,8.2001,126,true,5,110,1,1,2.4,1,3.1
2948,99.73,167.21,1.327063,2.956817,3.978349,17.452829,0,7.796,126,true,5,110,1,1,2.2,0.7,3
3176,99.76,167.21,1.327063,3.023599,4.117459,17.514402,0,7.5145,126,true,5,110,1,1,2.2,0.5,3.7
3893,99.7,167.2,1.326984,2.883519,3.797411,17.359927,0,8.1858,126,true,5,110,1,1,2.2,0.9,2.1
3268,98.72,167.11,1.465877,3.012404,2.79682,14.023768,0,11.2261,114,true,5,110,1,0,2.2,0.2,1.7
2858,98.72,167.11,1.465877,3.012404,2.79682,14.023768,0,11.2261,114,true,5,110,1,0,2.8,0.2,1.7
3076,99.76,167.09,1.326111,3.022147,4.114504,17.500017,0,7.5145,126,true,5,110,1,1,2.2,0.5,3.8
2747,94.86,167.06,0.982706,2.214187,2.271998,11.807264,0,14.0292,170,true,5,102,0.9,1,3.6,0.3,1.7
3554,98.97,167.02,1.478053,2.919329,2.88812,13.656905,0,10.8748,113,true,5,110,1,0,3.4,0.8,2
3428,99.7,167,1.10596,2.450912,3.780847,17.243686,0,8.4462,151,true,5,102,1,1,2.6,0.7,3.8
1845,99.3,166.95,1.379752,2.968982,3.060495,14.779114,0,10.1902,121,true,5,110,1,1,3,0.7,3.7
3158,99.15,166.86,1.476637,2.957991,2.972742,13.7482,0,10.5539,113,true,5,110,1,0,3.8,0.7,2.5
2263,99.29,166.83,1.37876,2.967567,3.058295,14.767424,0,10.1902,121,true,5,110,1,1,3,0.7,3.8
3013,97.12,166.76,1.075871,2.329825,2.495287,11.511498,0,12.8049,155,true,5,106,0.9,1,3.2,0.7,3
3253,99.75,166.73,1.182482,2.530616,3.936954,16.625519,0,8.1842,141,true,5,104,1,1,2.8,0.9,3.8
2783,99.75,166.73,1.182482,2.530616,3.936954,16.625519,0,8.1842,141,true,5,104,1,1,2.8,0.9,3.7
3844,99.89,166.58,1.252481,2.62248,5.109816,15.624814,0,6.2627,133,true,5,102,1,0,2.2,0.8,1.7
3617,99.89,166.58,1.252481,2.62248,5.109816,15.624814,0,6.2627,133,true,5,102,1,0,3.4,0.8,1.7
2884,99.89,166.52,1.25203,2.659392,5.155418,15.687454,0,6.1939,133,true,5,102,1,0,2.2,0.7,2.8
2201,99.29,166.4,1.375207,2.962496,3.050412,14.729759,0,10.1902,121,true,5,110,1,1,3,0.7,3.9
3112,99.3,166.3,1.385833,2.949133,3.0553,14.595047,0,10.1793,120,true,5,110,1,1,3.4,0.8,3.8
3186,99,166.15,1.457456,2.923923,2.895104,13.67615,0,10.7892,114,true,5,110,1,0,2,0.6,2.4
1265,99.28,165.97,1.371653,2.957424,3.04253,14.661788,0,10.1902,121,true,5,110,1,1,3,0.7,4
3374,98.97,165.94,1.382833,2.86094,2.878404,14.479941,0,10.7935,120,true,5,110,1,1,3.8,0.9,2.8
3527,99.74,165.89,1.316587,2.971829,4.009911,17.347714,0,7.6648,126,true,5,110,1,1,2.2,0.6,3.6
3757,98.75,165.83,1.381917,2.816121,2.795045,14.289416,0,11.1159,120,true,5,110,1,1,4,1,2.4
3039,99.72,165.79,1.315794,3.029502,4.102697,17.559422,0,7.4626,126,true,5,110,1,1,2,0.5,3.8
3304,99.17,165.79,1.381583,2.908484,2.977016,14.380568,0,10.4214,120,true,5,110,1,1,4,0.7,3.5
3742,98.86,165.74,1.381167,2.835641,2.833647,14.439272,0,10.9548,120,true,5,110,1,1,3.8,1,2.6
2959,98.97,165.71,1.380917,2.857319,2.877409,14.458751,0,10.7828,120,true,5,110,1,1,3.6,1,2.9
3188,98.93,165.67,1.466106,2.903815,2.864776,13.55415,0,10.8748,113,true,5,110,1,0,2.8,0.8,2.3
1884,96.57,165.58,1.13411,2.372741,2.42324,10.829449,0,13.1723,146,true,5,106,0.9,0,3.8,0.7,2
3965,84.29,165.52,0.815369,1.932928,2.141268,8.917416,0,13.6802,203,true,5,110,0.8,1,2.6,0.3,1.7
2815,98.56,165.5,1.047468,2.369126,2.954302,12.32175,0,10.4879,158,true,5,110,0.9,1,2.2,0.7,3.7
4068,84.45,165.44,0.81098,1.946237,2.173982,9.011078,0,13.4545,204,true,5,110,0.8,1,2.6,0.2,2.5
2643,98.41,165.43,1.45114,2.952668,2.699135,13.846335,0,11.5176,114,true,5,110,1,0,3,0.3,1.7
3360,99.69,165.36,1.312381,2.862791,3.755621,17.176508,0,8.1858,126,true,5,110,1,1,2.2,0.9,2.6
3083,99.74,165.35,1.172695,2.498957,3.871459,16.458628,0,8.2627,141,true,5,104,1,1,2.8,1,3.8
3198,99.89,165.31,1.242932,2.647334,5.117957,15.572627,0,6.1939,133,true,5,102,1,0,2.2,0.7,3.5
3223,99.11,165.26,1.462478,2.939216,2.944237,13.623519,0,10.5539,113,true,5,110,1,0,2.2,0.7,2.8
2715,99.11,165.26,1.462478,2.939216,2.944237,13.623519,0,10.5539,113,true,5,110,1,0,2.8,0.7,2.8
2833,99.2,165.22,1.376833,2.912269,2.986083,14.473414,0,10.3511,120,true,5,110,1,1,3.6,0.8,3.8
2910,99.14,165.21,1.365372,2.911931,2.953871,14.592527,0,10.4519,121,true,5,110,1,1,3,0.8,3.8
2775,99.89,165.16,1.241805,2.608649,5.066258,15.501658,0,6.2627,133,true,5,102,1,0,3.4,0.8,2.5
1513,99.75,165.11,1.310397,2.862283,3.786058,16.875016,0,8.1227,126,true,5,110,1,1,2.4,0.9,3.9
2848,99.11,165.08,1.460885,2.937104,2.94103,13.608984,0,10.5539,113,true,5,110,1,0,3.8,0.7,2.9
3525,98.91,165.06,1.460708,2.896805,2.854228,13.506187,0,10.8748,113,true,5,110,1,0,3.4,0.8,2.5
2461,98.96,165.04,1.447719,2.91107,2.875762,13.591004,0,10.7892,114,true,5,110,1,0,3.8,0.6,2.6
2427,94.82,164.96,1.107114,2.374323,2.259107,10.95422,0,14.0428,149,true,5,106,0.9,0,3,0.4,1.7
2677,98.69,164.95,1.064194,2.239387,2.906608,10.894762,0,11.0749,155,true,5,104,0.9,0,3.2,0.7,3.5
3393,98.83,164.92,1.374333,2.828584,2.819627,14.240192,0,10.9544,120,true,5,110,1,1,4,0.9,2.8
2867,99.74,164.72,1.307302,2.834707,3.746191,16.813636,0,8.2001,126,true,5,110,1,1,2.4,1,3.6
4046,83.98,164.64,0.8232,1.925048,2.094656,8.73651,0,13.8818,200,true,5,110,0.8,1,2.6,0.4,1.7
2626,99.1,164.59,1.456549,2.931354,2.9323,13.569758,0,10.5539,113,true,5,110,1,0,2.6,0.7,3.1
4420,92.03,164.55,1.054808,2.200657,2.059965,9.081425,0,14.9353,156,true,5,112,0.9,0,2.4,0.9,1.5
4389,92.03,164.55,1.054808,2.200657,2.059965,9.081425,0,14.9353,156,true,5,112,0.9,0,2.6,0.9,1.5
3727,99.89,164.2,1.234586,2.599299,5.03681,15.419483,0,6.2627,133,true,5,102,1,0,3.4,0.8,2.8
3443,99.89,164.2,1.234586,2.599299,5.03681,15.419483,0,6.2627,133,true,5,102,1,0,2.2,0.8,2.8
2442,98.01,164.13,1.439737,2.894609,2.601109,13.697396,0,11.8591,114,true,5,110,1,0,3,0.4,1.5
2650,98.94,164.12,1.439649,2.900417,2.859732,13.518843,0,10.7892,114,true,5,110,1,0,1.8,0.6,2.8
2545,98.94,164.12,1.439649,2.900417,2.859732,13.518843,0,10.7892,114,true,5,110,1,0,2,0.6,2.8
2873,98.52,164.08,1.038481,2.357379,2.928954,12.18871,0,10.4879,158,true,5,110,0.9,1,2.2,0.7,4
2751,93.45,164.06,0.959415,2.166939,2.162953,11.756616,0,14.4857,171,true,5,102,0.9,1,3,0.4,1.7
3577,98.59,164.02,1.451504,2.838377,2.739602,13.378259,0,11.261,113,true,5,110,1,0,3.4,0.9,2.1
3639,98.59,164.02,1.451504,2.838377,2.739602,13.378259,0,11.261,113,true,5,110,1,0,2.2,0.9,2.1
3092,98.59,164.02,1.451504,2.838377,2.739602,13.378259,0,11.261,113,true,5,110,1,0,3.6,0.9,2.1
1041,98.29,164.01,0.982096,2.298678,3.215882,12.984679,0,9.5286,167,true,5,106,0.9,1,2,0.4,3.1
2891,99.73,163.99,1.301508,2.826576,3.729588,16.737133,0,8.2001,126,true,5,110,1,1,2.4,1,3.9
3324,98.6,163.86,1.437368,2.973266,2.742427,13.770706,0,11.2261,114,true,5,110,1,0,2.2,0.2,2.5
2223,97.98,163.7,1.435965,2.889646,2.594295,13.663968,0,11.8591,114,true,5,110,1,0,3.8,0.4,1.6
3279,99.42,163.69,1.010432,2.346024,3.467274,15.45508,0,8.9893,162,true,5,100,1,1,2.6,0.3,3.8
3790,83.96,163.62,0.80601,1.922218,2.116688,8.827365,0,13.6802,203,true,5,110,0.8,1,2.6,0.3,2.2
3442,97.97,163.52,1.434386,2.887568,2.591442,13.648154,0,11.8591,114,true,5,110,1,0,2.6,0.4,1.7
2695,97.97,163.52,1.434386,2.887568,2.591442,13.648154,0,11.8591,114,true,5,110,1,0,3,0.4,1.7
3827,99.89,163.48,1.229173,2.592286,5.014724,15.356969,0,6.2627,133,true,5,102,1,0,3.4,0.8,3.2
3636,99.88,163.48,1.229173,2.545618,4.921132,15.282508,0,6.3946,133,true,5,102,1,0,3.4,0.9,1.7
1451,53.97,163.46,1.900698,2.228284,1.303405,7.746085,0,22.1057,86,true,10,84,0.8,1,2.8,0.3,3.8
2548,97.65,163.36,1.033924,2.279048,2.64765,12.089964,0,11.5703,158,true,5,110,0.9,1,2.2,1,2.9
2190,96.21,163.36,1.002209,2.166607,2.351857,8.159625,0,12.9948,163,true,5,120,1,0,2.6,0.7,3.7
1250,56.24,163.32,0.202882,1.49264,1.461477,4.966789,0,16.1107,805,false,1,118,0.5,0,1.6,0.8,2.3
4023,83.89,163.24,0.804138,1.920077,2.111772,8.809011,0,13.6802,203,true,5,110,0.8,1,2.6,0.3,2.4
2714,99.68,163.14,1.294762,2.814885,3.675152,16.925104,0,8.2632,126,true,5,110,1,1,2.2,1,2.9
200,90.92,163.06,1.14028,2.314364,1.993155,9.790337,0,15.3796,143,true,5,110,0.9,0,2.2,1,3.6
948,56.08,163.01,0.202497,1.491705,1.455576,4.955625,0,16.1453,805,false,1,118,0.5,0,3.2,0.8,2.8
2394,99.85,162.96,1.225263,2.700511,4.571108,15.743996,0,6.775,133,true,5,102,1,0,2.2,0.2,1.7
3496,99.05,162.93,1.441858,2.911875,2.902726,13.433187,0,10.5539,113,true,5,110,1,0,2.2,0.7,3.4
3431,98.54,162.86,1.441239,2.825375,2.720227,13.288492,0,11.261,113,true,5,110,1,0,2.6,0.9,2.5
2007,99.05,162.81,1.440796,2.910467,2.900588,13.423466,0,10.5539,113,true,5,110,1,0,2.8,0.7,3.5
3423,99.88,162.71,1.223383,2.538338,4.897953,15.215177,0,6.3946,133,true,5,102,1,0,2.6,0.9,2
3006,99.85,162.7,1.223308,2.697798,4.563815,15.720715,0,6.775,133,true,5,102,1,0,2.2,0.2,1.8
