Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpEntryMethod,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpRiskPercent,InpUseDailyFilter,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
1098,10002.29,2.29,0.381667,1.247033,0.164158,0.513432,0,0.1393,6,1,30,1,12,20,50,300,450,400,true,200,250,0.4,true,true,false,56,29,true,16,50,true
6406,10019.06,19.06,0.226905,1.246923,0.42678,3.53954,0,0.4449,84,1,16385,1,11,24,55,200,250,600,true,150,250,0.5,true,true,false,31,20,false,17,40,false
2586,10036.56,36.56,0.248707,1.246494,0.769037,2.674503,0,0.4718,147,0,16385,1,12,24,40,300,350,500,true,100,250,0.5,true,true,false,31,20,false,8,10,false
2969,10026.68,26.68,0.306667,1.246057,0.567297,4.502585,0,0.4686,87,0,16385,1,12,24,35,300,350,500,true,250,150,0.3,false,true,false,67,20,false,6,50,true
1984,10035,35,0.228758,1.245959,0.771775,3.689772,0,0.4506,153,2,16385,5,10,26,60,200,250,600,true,200,150,0.3,true,false,true,92,29,true,10,30,false
3254,10032.92,32.92,0.26127,1.245947,0.694222,2.754877,0,0.4722,126,1,16385,1,11,24,60,150,300,700,true,450,100,0.3,true,false,false,36,26,true,17,40,true
213,10008.52,8.52,0.258182,1.245746,0.193285,0.645837,0,0.4385,33,1,30,3,15,14,55,150,350,1000,false,350,300,0.3,false,true,false,35,20,false,7,40,true
4907,10042.55,42.55,0.295486,1.245698,0.974353,2.687562,0,0.435,144,2,30,4,10,28,60,250,250,500,true,250,200,0.2,true,false,false,129,26,true,18,10,false
454,10037.8,37.8,0.227711,1.245232,0.651949,2.730523,0,0.5747,166,1,16385,1,9,16,45,300,250,600,true,150,200,0.1,false,false,false,66,23,true,11,50,false
334,10003.9,3.9,0.1625,1.245129,0.20624,2.65928,0,0.1887,24,2,30,3,10,28,60,150,150,600,true,100,200,0.5,true,true,true,49,26,true,12,30,false
4001,10015.71,15.71,0.206711,1.244895,0.425169,3.398253,0,0.3676,76,1,16385,1,11,24,55,200,250,600,true,150,250,0.3,false,true,false,31,26,true,17,30,true
2079,10034.16,34.16,0.199766,1.244647,0.894944,2.736123,0,0.3794,171,0,30,1,11,16,45,150,200,700,true,350,250,0.1,true,true,true,20,20,true,13,40,true
2385,10011.07,11.07,0.263571,1.244641,0.454061,4.31772,0,0.2429,42,0,16385,2,5,16,35,250,200,400,true,250,150,0.5,true,true,false,45,26,false,5,50,false
6106,10036.6,36.6,0.265217,1.24413,0.801577,2.911351,0,0.453,138,0,16385,1,12,26,50,250,300,600,true,150,250,0.3,true,true,false,32,20,false,8,10,false
2283,10042.06,42.06,0.304783,1.243854,1.1216,2.88034,0,0.3722,138,2,16385,4,10,24,25,250,250,300,true,400,150,0.2,true,false,true,79,29,true,10,30,false
8161,10031.48,31.48,0.27614,1.243502,0.500875,3.39916,0,0.6226,114,2,16385,4,6,30,60,250,250,500,true,400,100,0.3,false,true,false,47,20,false,17,20,false
2727,10010.68,10.68,0.13519,1.243003,0.389071,5.410757,0,0.2735,79,1,16385,1,12,26,35,150,150,600,true,100,150,0.3,false,true,true,30,29,false,12,40,false
7827,10044.91,44.91,0.24541,1.242796,0.907823,3.672614,0,0.4902,183,2,16385,4,10,26,45,250,250,700,true,200,100,0.1,false,true,false,30,20,false,8,10,false
7714,10051.45,51.45,0.323585,1.242792,0.845939,3.19029,0,0.6014,159,2,16385,4,10,22,40,300,250,600,true,300,150,0.1,false,true,false,30,20,false,8,10,false
7188,10025.87,25.87,0.278172,1.242751,0.567823,3.225666,0,0.4524,93,2,16385,4,5,28,60,250,300,700,true,350,100,0.5,true,true,false,47,20,false,8,30,false
5763,10051.33,51.33,0.261888,1.242557,0.927204,2.968807,0,0.5484,196,1,16385,1,7,24,60,250,250,500,true,300,200,0.3,false,false,false,125,26,true,6,40,false
8834,10055.67,55.67,0.378707,1.242307,0.777731,2.968315,0,0.7083,147,2,16385,4,6,30,40,300,350,500,true,400,100,0.3,false,true,false,31,20,false,8,10,true
8619,10062.57,62.57,0.281847,1.242256,1.444034,2.980749,0,0.4291,222,2,16385,1,6,30,60,250,250,600,true,350,150,0.3,false,true,false,31,20,false,8,10,false
8837,10029.12,29.12,0.248889,1.242243,0.59199,3.043956,0,0.4889,117,2,30,4,9,24,50,150,400,500,true,400,200,0.1,true,true,false,26,23,false,5,20,false
3241,10010.1,10.1,0.198039,1.242206,0.32985,6.144592,0,0.3053,51,1,16385,1,14,24,25,150,450,400,true,100,250,0.5,true,true,true,17,26,true,17,50,true
8551,10052.91,52.91,0.30408,1.242018,0.753382,3.101491,0,0.6944,174,2,16385,4,6,26,50,250,250,700,true,350,100,0.3,false,true,false,31,20,false,8,10,false
8127,10052.91,52.91,0.30408,1.242018,0.753382,3.101491,0,0.6944,174,2,16385,4,6,26,50,250,250,700,true,350,100,0.3,false,true,false,31,20,false,17,20,false
3850,10040.6,40.6,0.27619,1.241883,0.803483,2.62582,0,0.5034,147,1,16385,1,11,28,50,250,250,1000,true,200,250,0.4,true,false,false,132,29,false,15,40,true
3851,10074.56,74.56,0.299438,1.241795,1.080893,2.098762,0,0.6806,249,2,16385,4,8,28,60,250,300,1000,true,350,300,0.4,false,false,false,16,29,true,6,30,false
2863,10025.86,25.86,0.319259,1.241592,0.611781,3.273796,0,0.4209,81,1,16385,1,11,24,55,250,400,600,true,300,150,0.1,true,false,false,84,23,true,11,50,false
2258,10015.34,15.34,0.243492,1.241309,0.481481,4.437265,0,0.3179,63,2,16385,1,11,24,55,200,250,600,true,150,250,0.3,false,true,false,50,26,false,10,20,false
3529,10031.01,31.01,0.313232,1.241229,0.53697,2.691893,0,0.574,99,2,30,4,6,26,40,300,400,500,true,200,250,0.5,true,true,false,31,20,false,8,10,false
3875,10073.39,73.39,0.252199,1.241042,1.070293,2.502686,0,0.6763,291,2,16385,4,8,28,60,250,200,600,true,200,250,0.3,false,false,false,14,29,true,6,30,false
6758,10041.55,41.55,0.230833,1.240911,0.821471,2.917116,0,0.5016,180,2,16385,4,8,22,55,200,250,600,true,150,250,0.3,false,true,false,31,20,false,8,10,false
6069,10043.53,43.53,0.145585,1.240431,0.964333,4.044384,0,0.4484,299,1,16385,1,12,26,50,300,300,500,true,100,100,0.1,false,false,false,14,26,true,12,40,false
5632,10040.26,40.26,0.213016,1.240416,0.753509,3.35151,0,0.5299,189,1,16385,1,7,28,60,250,250,500,true,150,150,0.5,true,true,false,31,20,false,8,10,false
2991,10047.73,47.73,0.244769,1.240042,0.9346,2.975235,0,0.5063,195,2,16385,4,8,28,60,250,200,600,true,200,150,0.4,true,false,false,36,26,true,10,20,true
4631,10041.41,41.41,0.306741,1.239836,0.925363,2.385937,0,0.4453,135,2,30,4,7,28,60,250,250,500,true,300,250,0.2,true,false,false,129,26,true,6,40,false
2739,10040.61,40.61,0.365856,1.239757,0.666393,2.02362,0,0.6085,111,1,16385,1,9,16,45,300,400,500,true,350,300,0.4,true,false,false,132,29,false,15,40,true
207,10028.8,28.8,0.177778,1.23968,0.833333,4.563739,0,0.3443,162,2,16385,5,14,22,35,150,300,700,true,150,100,0.1,false,true,false,35,20,false,7,20,false
6462,10039.73,39.73,0.224463,1.239641,0.898056,2.919764,0,0.4405,177,2,16385,4,5,26,50,200,250,600,true,150,250,0.3,false,true,false,31,20,false,8,10,false
5599,10036.81,36.81,0.30675,1.239602,0.568758,2.500626,0,0.6425,120,2,30,4,6,26,40,300,400,500,true,200,250,0.3,true,false,true,74,20,true,18,10,false
5847,10060.09,60.09,0.269462,1.239517,0.83135,3.008059,0,0.7203,223,1,16385,1,11,26,45,250,250,700,true,400,100,0.3,false,false,false,110,26,true,6,40,true
8011,10088.93,88.93,0.285032,1.239336,1.521732,2.924309,0,0.5797,312,2,16385,4,6,30,60,250,250,500,true,300,150,0.3,false,false,false,110,26,true,6,40,false
6649,10088.93,88.93,0.285032,1.239336,1.521732,2.924309,0,0.5797,312,2,16385,4,6,30,60,250,250,500,true,300,150,0.4,false,false,false,16,29,true,19,40,true
8952,10061.75,61.75,0.278153,1.239082,1.386706,2.933278,0,0.441,222,2,16385,1,6,30,60,250,250,700,true,350,150,0.3,false,true,false,31,20,false,8,10,true
8514,10061.75,61.75,0.278153,1.239082,1.386706,2.933278,0,0.441,222,2,16385,1,6,30,60,250,250,700,true,350,150,0.3,false,true,false,31,20,false,8,10,false
441,10048.61,48.61,0.205105,1.238799,1.057429,2.867393,0,0.4576,237,0,30,2,10,22,60,200,200,900,true,300,200,0.1,false,true,true,19,23,true,15,20,false
5207,10058.89,58.89,0.23939,1.238682,0.921164,3.865883,0,0.6325,246,1,30,4,11,24,60,200,250,600,true,250,150,0.4,false,false,true,54,29,true,16,40,true
3677,10039.2,39.2,0.204167,1.238356,0.442838,3.078458,0,0.8767,192,1,16385,1,9,26,60,300,250,600,true,150,150,0.4,true,false,false,132,29,false,15,40,true
8988,10056.3,56.3,0.297884,1.237443,0.729464,3.14627,0,0.7616,189,2,16385,4,6,20,60,250,250,700,true,350,150,0.3,false,true,false,31,20,false,17,20,false
3878,10033.36,33.36,0.193953,1.237303,0.888652,4.297176,0,0.3732,172,1,16385,1,11,24,55,200,250,600,true,150,100,0.1,false,false,false,14,23,true,13,50,true
2776,10020.34,20.34,0.233793,1.237146,0.498896,3.356318,0,0.4061,87,2,16385,5,14,22,35,200,250,300,true,400,250,0.3,false,true,true,30,23,false,6,30,false
7522,10058.21,58.21,0.312957,1.236876,0.686196,2.625938,0,0.8411,186,2,30,4,12,22,40,300,250,700,true,350,100,0.3,false,true,false,31,20,false,17,20,false
6357,10012.59,12.59,0.262292,1.236565,0.475992,4.44245,0,0.2635,48,2,16385,4,8,28,60,250,250,500,true,150,150,0.5,true,true,false,31,29,false,12,20,false
5528,10012.59,12.59,0.262292,1.236565,0.475992,4.44245,0,0.2635,48,2,16385,4,8,28,60,250,250,500,true,150,150,0.5,true,true,false,31,29,false,12,40,true
3760,10019.67,19.67,0.151308,1.235767,0.630045,4.814096,0,0.3114,130,1,16385,1,11,26,50,250,300,500,true,100,100,0.3,true,true,false,32,20,false,8,40,true
2839,10035.39,35.39,0.294917,1.234604,0.583223,2.434133,0,0.604,120,2,16385,4,8,28,60,200,350,700,true,350,200,0.3,true,false,true,37,26,true,20,10,true
4453,10036.01,36.01,0.300083,1.234578,0.659403,2.880155,0,0.5424,120,2,30,3,13,26,45,250,250,700,true,400,100,0.5,true,true,false,31,20,false,8,50,true
3301,10036.01,36.01,0.300083,1.234578,0.659403,2.880155,0,0.5424,120,2,30,3,13,26,45,250,250,700,true,400,100,0.5,true,true,false,31,20,false,7,40,false
5086,10045.84,45.84,0.288302,1.234464,1.085227,2.829192,0,0.4203,159,2,16385,4,8,28,60,250,250,500,true,300,100,0.4,true,false,true,65,20,true,17,40,false
3836,10021.62,21.62,0.288267,1.234363,0.541448,2.724074,0,0.3984,75,1,16385,1,11,26,40,300,400,500,true,200,250,0.2,true,false,false,125,23,true,13,50,true
3720,10035.95,35.95,0.221914,1.234263,0.720441,2.881765,0,0.4972,162,1,16385,1,11,24,60,150,200,600,true,450,250,0.4,true,false,false,132,29,false,15,40,true
6862,10015.15,15.15,0.191772,1.234121,0.410014,3.195138,0,0.3676,79,1,16385,1,12,24,55,200,250,600,true,150,250,0.3,false,true,false,31,26,true,17,30,false
2472,10017.82,17.82,0.424286,1.233705,0.262599,0.570516,0,0.6772,42,2,16385,3,14,10,55,300,450,1000,false,400,250,0.3,false,false,false,30,29,true,20,20,false
3949,10035.53,35.53,0.211488,1.233458,0.838169,3.543068,0,0.421,168,2,16385,4,6,30,60,200,250,600,true,200,200,0.3,false,true,true,30,20,false,8,10,false
4179,10043.61,43.61,0.223641,1.233171,0.847949,3.476798,0,0.5125,195,1,16385,1,11,24,55,200,250,700,true,200,150,0.4,true,false,false,132,29,false,15,40,true
3282,10069.84,69.84,0.255824,1.233087,1.20393,2.244799,0,0.5734,273,2,16385,4,8,28,60,250,250,500,true,200,300,0.4,false,false,false,16,29,true,6,30,false
5805,10008.87,8.87,0.246389,1.232808,0.34063,3.565836,0,0.2595,36,1,30,4,9,20,40,250,300,400,true,250,100,0.5,true,true,false,31,29,true,16,40,true
9303,10055.16,55.16,0.291852,1.232664,0.690709,3.187164,0,0.788,189,2,16385,4,7,20,60,250,250,700,true,300,150,0.3,false,true,false,31,20,false,8,10,false
9229,10055.16,55.16,0.291852,1.232664,0.690709,3.187164,0,0.788,189,2,16385,4,7,20,60,250,250,700,true,300,150,0.3,false,true,false,31,20,false,17,40,false
9211,10055.16,55.16,0.291852,1.232664,0.690709,3.187164,0,0.788,189,2,16385,4,7,20,60,250,250,700,true,300,150,0.3,false,true,false,31,20,false,17,20,false
8719,10051.24,51.24,0.363404,1.232391,0.566376,2.930498,0,0.894,141,2,16385,4,8,30,40,300,350,500,true,400,100,0.3,false,true,false,31,20,false,8,10,false
1592,10028.39,28.39,0.178553,1.232324,0.584036,3.712505,0,0.4838,159,2,30,4,6,26,50,250,300,500,true,100,100,0.5,true,false,true,27,29,true,11,30,false
4451,10015.99,15.99,0.2665,1.231874,0.40625,2.909954,0,0.3919,60,1,16385,1,7,26,50,250,250,500,true,400,200,0.3,true,true,true,15,26,true,6,40,false
1450,10028.92,28.92,0.150625,1.231508,0.94913,4.848529,0,0.3037,192,2,16385,5,8,22,55,150,250,900,true,100,100,0.4,true,false,true,41,29,true,7,20,false
8729,10061.39,61.39,0.269254,1.231372,1.409968,2.975477,0,0.4313,228,2,16385,1,6,30,60,250,250,500,true,300,150,0.3,false,true,false,31,20,false,8,10,false
1717,10006.57,6.57,0.312857,1.231338,0.12579,0.240484,0,0.5205,21,1,16385,3,10,12,55,200,450,300,false,100,250,0.1,true,false,false,139,23,false,16,40,false
1641,10030.02,30.02,0.244065,1.230941,0.773711,2.729207,0,0.3869,123,1,16385,1,5,26,45,250,250,700,true,350,150,0.2,true,false,false,95,23,true,19,40,false
4896,10009.78,9.78,0.163,1.230878,0.263968,3.716601,0,0.3689,60,1,16385,1,10,16,60,200,150,700,true,100,250,0.3,false,true,true,30,26,true,6,40,false
3234,10048.66,48.66,0.24209,1.230583,0.691783,2.204302,0,0.6963,201,2,16385,4,8,28,60,250,300,900,true,200,250,0.4,true,false,false,132,29,false,15,40,false
1976,10022.25,22.25,0.142628,1.230355,0.796349,3.785408,0,0.2783,156,0,16385,3,11,14,35,150,150,300,true,150,200,0.5,true,true,true,17,26,true,9,50,false
3999,10037.2,37.2,0.26383,1.229757,0.833147,2.99972,0,0.4436,141,1,30,4,9,22,40,250,300,400,true,250,150,0.2,true,false,false,129,26,true,6,40,false
2480,10044.87,44.87,0.293268,1.229632,1.011953,2.795121,0,0.44,153,2,16385,4,10,24,25,250,350,800,true,300,150,0.3,true,false,true,74,20,true,6,40,false
4354,10091.66,91.66,0.258927,1.229035,1.259239,2.46037,0,0.7166,354,0,16385,2,5,16,50,250,250,500,true,400,200,0.4,false,false,false,32,26,true,11,20,false
6108,10033.2,33.2,0.32549,1.228918,0.522423,2.744333,0,0.6313,102,2,30,4,11,22,25,300,250,1000,true,350,100,0.5,true,true,false,31,20,false,8,10,false
1872,10026.96,26.96,0.299556,1.228843,0.73621,2.496489,0,0.3644,90,0,16385,1,10,24,45,250,300,800,true,350,200,0.5,true,true,true,17,29,true,9,50,false
2928,10029.36,29.36,0.287843,1.228821,0.467888,3.144912,0,0.6218,102,2,30,1,7,16,60,250,250,500,true,300,200,0.1,false,true,false,62,20,true,11,10,false
4933,10046.87,46.87,0.23203,1.228813,0.980339,2.902535,0,0.4745,202,1,16385,1,5,26,50,250,200,600,true,350,100,0.1,false,false,false,62,26,true,12,40,false
2581,10018.1,18.1,0.232051,1.228391,0.43932,3.514291,0,0.4096,78,2,30,4,9,18,60,200,250,300,true,250,200,0.5,false,true,false,49,23,false,15,50,true
1703,10036.63,36.63,0.218036,1.228367,0.797344,2.927355,0,0.4563,168,2,16385,5,10,26,60,200,250,500,true,200,200,0.4,true,false,false,20,20,true,13,40,true
3626,10050.38,50.38,0.27086,1.228243,0.755322,2.382219,0,0.6593,186,0,16385,1,8,28,60,250,250,600,true,350,250,0.3,true,false,false,36,26,true,17,40,true
5426,10055.55,55.55,0.255991,1.227991,0.727952,2.769794,0,0.7605,217,1,16385,1,12,26,45,250,250,700,true,400,100,0.1,false,false,false,14,26,true,12,40,false
3101,10027.02,27.02,0.290538,1.227863,0.582328,4.392121,0,0.4623,93,0,16385,1,12,24,40,300,350,500,true,250,150,0.5,false,true,true,67,20,false,12,20,false
4367,10030.19,30.19,0.304949,1.227574,0.506119,2.317101,0,0.5943,99,1,16385,1,6,26,50,200,400,400,true,400,100,0.3,true,false,false,36,26,true,17,40,true
2427,10046.02,46.02,0.207297,1.227416,0.819882,2.536328,0,0.5565,222,1,16385,1,11,26,50,250,300,500,true,100,250,0.2,true,false,false,133,29,false,8,30,false
3558,10037.64,37.64,0.278815,1.227021,0.814366,2.248918,0,0.4603,135,2,30,4,10,28,60,250,250,500,true,300,250,0.4,true,false,false,63,29,true,18,10,false
6341,10079.94,79.94,0.271905,1.22698,1.261281,2.464692,0,0.6257,294,2,16385,4,8,28,60,250,250,500,true,400,100,0.1,false,false,false,14,26,true,12,40,false
2859,10020.51,20.51,0.25321,1.226505,0.72679,4.614869,0,0.281,81,0,16385,1,13,22,40,300,500,400,true,200,100,0.3,false,true,false,47,26,false,14,50,false
1572,10009.84,9.84,0.192941,1.226363,0.184028,0.528428,0,0.5326,51,1,16385,1,5,26,45,250,150,600,false,450,250,0.5,true,false,false,106,29,false,19,40,false
1727,10009.06,9.06,0.335556,1.225823,0.148403,0.322729,0,0.6081,27,2,30,1,12,16,25,200,500,1000,false,300,200,0.1,false,false,false,77,23,true,19,10,false
3340,10041.41,41.41,0.237989,1.225754,0.82408,2.646206,0,0.4989,174,2,16385,4,8,28,60,250,200,400,true,250,200,0.2,true,false,false,80,20,true,5,30,false
4784,10042.33,42.33,0.247544,1.225628,0.661716,2.329119,0,0.6336,171,2,16385,4,8,28,60,250,300,300,true,200,250,0.4,true,false,true,65,20,false,8,10,false
2477,10071.3,71.3,0.127094,1.225177,1.382319,5.115846,0,0.5107,561,0,16385,2,8,18,60,150,200,600,true,100,100,0.2,true,false,false,80,20,true,12,20,true
2571,10041.32,41.32,0.215208,1.225165,0.802019,2.436105,0,0.5107,192,2,16385,3,14,24,40,200,200,700,true,350,250,0.5,true,false,false,32,29,true,20,20,false
4365,10029.7,29.7,0.3,1.224813,0.589403,2.87064,0,0.501,99,2,30,4,8,28,45,250,250,700,true,400,100,0.5,true,true,false,31,20,false,8,10,false
3918,10034.33,34.33,0.248768,1.224629,0.61934,2.650924,0,0.5507,138,2,30,4,6,26,50,250,300,500,true,200,200,0.4,true,false,true,65,20,true,8,40,false
2641,10032.8,32.8,0.260317,1.224458,0.682054,2.710296,0,0.4772,126,2,16385,2,10,18,60,300,400,400,true,250,150,0.3,true,true,false,16,29,true,6,30,false
3474,10034.73,34.73,0.304649,1.224253,0.701191,2.374733,0,0.4929,114,2,30,3,11,26,40,300,400,500,true,200,250,0.1,true,false,true,32,20,true,20,40,true
2881,10034.73,34.73,0.304649,1.224253,0.701191,2.374733,0,0.4929,114,2,30,3,11,26,40,300,400,500,true,200,250,0.1,true,false,true,32,20,true,20,10,false
1915,10027.36,27.36,0.1824,1.224189,0.832623,3.037397,0,0.3269,150,2,30,3,13,30,45,150,200,600,true,100,250,0.3,true,false,true,74,20,true,12,20,true
8538,10046.17,46.17,0.265345,1.22417,0.810711,2.64156,0,0.5647,174,2,16385,4,6,30,60,250,250,500,true,350,150,0.3,true,false,false,36,26,true,17,20,false
8152,10046.17,46.17,0.265345,1.22417,0.810711,2.64156,0,0.5647,174,2,16385,4,6,30,60,250,250,500,true,350,150,0.2,true,false,false,126,26,true,6,40,false
2447,10051.98,51.98,0.158476,1.224071,0.894664,3.460111,0,0.5752,328,1,16385,1,12,26,35,150,150,600,true,200,250,0.5,false,false,false,17,29,false,12,40,false
3351,10014.27,14.27,0.206812,1.223318,0.563586,4.12754,0,0.2524,69,2,30,3,13,24,40,150,250,300,true,400,100,0.3,true,true,true,31,26,true,18,10,false
3459,10037.14,37.14,0.209831,1.223157,0.834044,3.190075,0,0.4426,177,2,16385,5,10,26,60,200,250,600,true,200,150,0.2,true,false,false,80,20,true,12,20,true
2331,10037.14,37.14,0.209831,1.223157,0.834044,3.190075,0,0.4426,177,2,16385,5,10,26,60,200,250,600,true,200,150,0.5,true,false,false,75,20,true,13,40,false
2206,10037.14,37.14,0.209831,1.223157,0.834044,3.190075,0,0.4426,177,2,16385,5,10,26,60,200,250,600,true,200,150,0.2,true,false,false,52,26,true,14,50,false
2041,10037.14,37.14,0.209831,1.223157,0.834044,3.190075,0,0.4426,177,2,16385,5,10,26,60,200,250,600,true,200,150,0.2,true,false,false,80,20,true,8,30,false
1708,10037.14,37.14,0.209831,1.223157,0.834044,3.190075,0,0.4426,177,2,16385,5,10,26,60,200,250,600,true,200,150,0.4,true,false,false,81,29,true,10,30,false
275,10008.71,8.71,0.263939,1.22299,0.127619,0.343001,0,0.6795,33,0,30,3,11,14,50,150,350,800,false,400,200,0.5,true,false,true,15,23,true,7,30,false
7299,10031.14,31.14,0.288333,1.22297,0.676221,2.787446,0,0.4573,108,2,30,4,10,22,45,250,250,700,true,350,100,0.5,true,true,false,31,20,false,17,20,false
6913,10031.14,31.14,0.288333,1.22297,0.676221,2.787446,0,0.4573,108,2,30,4,10,22,45,250,250,700,true,350,100,0.5,true,true,false,31,20,false,8,10,true
4835,10034.43,34.43,0.208667,1.222833,0.898018,2.223082,0,0.381,165,2,30,4,6,28,60,250,150,700,true,350,250,0.1,true,false,false,84,23,true,18,10,false
4990,10031.95,31.95,0.259756,1.222338,0.619787,2.558784,0,0.5131,123,1,16385,1,5,28,60,250,300,400,true,250,200,0.3,true,false,false,36,26,true,5,40,false
7820,10056.61,56.61,0.299524,1.22227,0.66828,2.527719,0,0.8399,189,2,30,4,11,22,40,300,250,1000,true,350,100,0.3,false,true,false,31,20,false,8,10,false
7450,10056.61,56.61,0.299524,1.22227,0.66828,2.527719,0,0.8399,189,2,30,4,11,22,40,300,250,1000,true,350,100,0.3,false,true,false,31,20,false,17,10,false
7150,10056.61,56.61,0.299524,1.22227,0.66828,2.527719,0,0.8399,189,2,30,4,11,22,40,300,250,1000,true,350,100,0.3,false,true,false,31,20,false,17,20,false
2197,10048.98,48.98,0.38873,1.221649,0.714411,1.96765,0,0.679,126,0,16385,1,13,28,45,300,500,500,true,500,200,0.2,true,false,true,79,29,true,10,30,false
8841,10060.42,60.42,0.258205,1.221254,1.093179,2.878459,0,0.5467,234,2,16385,1,6,30,60,250,250,500,true,300,150,0.1,false,true,false,30,20,false,17,20,false
383,10002.06,2.06,0.171667,1.22103,0.163104,0.42029,0,0.1263,12,0,16385,5,7,10,55,300,250,400,false,300,200,0.1,false,true,true,79,23,true,10,40,false
3143,10036.41,36.41,0.288968,1.22068,0.703575,2.478967,0,0.5145,126,2,16385,4,10,24,25,250,350,800,true,300,200,0.3,true,false,true,37,26,true,18,20,false
4393,10040.05,40.05,0.118491,1.220443,0.862032,5.421114,0,0.4608,338,1,16385,1,14,22,55,150,250,900,true,100,100,0.1,false,false,false,14,26,true,12,40,false
2484,10018.02,18.02,0.193763,1.220428,0.408062,1.960952,0,0.4394,93,1,30,1,5,24,55,200,200,500,true,500,200,0.5,true,false,false,90,23,false,20,50,false
2590,10019.99,19.99,0.24679,1.220348,0.729562,4.616197,0,0.2729,81,0,16385,1,13,28,45,300,500,500,true,200,100,0.3,false,true,false,47,26,false,14,50,false
2767,10031.94,31.94,0.266167,1.220094,0.669602,2.611137,0,0.4744,120,2,30,3,7,28,60,250,250,500,true,300,200,0.3,true,false,true,37,26,true,10,20,false
5962,10046.86,46.86,0.260333,1.22,0.87068,2.738033,0,0.5336,180,2,16385,4,6,30,60,250,250,500,true,300,150,0.3,true,false,false,36,26,true,5,40,false
4693,10085.51,85.51,0.343414,1.219888,1.074381,2.020938,0,0.784,249,0,16385,1,12,24,40,300,500,400,true,400,200,0.1,false,true,false,14,23,true,9,30,false
2713,10023.42,23.42,0.210991,1.219885,0.384312,2.608026,0,0.6045,111,2,16385,4,13,18,45,250,150,300,true,450,250,0.3,false,true,true,46,20,false,6,50,true
4853,10018.61,18.61,0.258472,1.219665,0.36888,2.704969,0,0.501,72,1,16385,1,12,24,60,300,250,500,true,200,300,0.3,false,true,true,30,26,true,18,10,false
3671,10007.46,7.46,0.155417,1.218897,0.201078,2.456204,0,0.3697,48,1,16385,1,11,18,55,250,450,500,true,100,250,0.3,true,true,true,31,26,true,17,40,false
1736,10005.04,5.04,0.152727,1.218845,0.163371,1.142091,0,0.3079,33,2,16385,3,6,20,50,250,150,400,false,450,250,0.1,false,true,true,57,23,false,16,30,false
3609,10093.27,93.27,0.226934,1.218625,1.208317,2.711896,0,0.7599,411,0,16385,2,5,16,60,250,250,600,true,200,200,0.4,false,false,false,32,26,true,11,20,false
4527,10044.88,44.88,0.272,1.218607,0.747626,2.90118,0,0.5982,165,1,16385,1,11,14,60,250,250,500,true,300,150,0.4,true,false,false,132,29,false,15,40,true
7902,10048.38,48.38,0.273333,1.21843,0.631098,2.921131,0,0.7571,177,2,16385,4,8,22,45,250,250,700,true,350,100,0.3,false,true,false,31,20,false,17,20,false
4790,10092.72,92.72,0.286173,1.218211,1.038414,2.449866,0,0.8794,324,0,16385,1,12,24,40,300,250,700,true,350,100,0.1,false,true,false,14,23,true,9,30,false
2901,10027.8,27.8,0.165476,1.218176,0.925125,2.460709,0,0.2996,168,2,30,4,10,28,60,150,150,600,true,350,250,0.2,true,false,false,122,20,true,17,40,true
4671,10018.27,18.27,0.123446,1.218045,0.764115,6.009187,0,0.2388,148,1,16385,1,14,22,55,150,250,900,true,100,100,0.5,true,true,false,31,20,false,8,40,false
2520,10034.97,34.97,0.208155,1.218017,0.746584,2.774712,0,0.4652,168,2,16385,5,10,26,60,200,250,600,true,200,200,0.2,true,false,false,129,26,true,6,40,false
5127,10044.29,44.29,0.273395,1.217802,0.990163,2.466792,0,0.4441,162,2,30,4,6,28,60,250,250,700,true,350,150,0.2,true,false,false,17,29,true,19,10,false
6335,10024.46,24.46,0.214561,1.217152,0.540911,2.637513,0,0.4496,114,2,30,4,6,26,40,200,200,400,true,250,250,0.5,true,true,false,31,20,false,8,20,false
6208,10024.46,24.46,0.214561,1.217152,0.540911,2.637513,0,0.4496,114,2,30,4,6,26,40,200,200,400,true,250,250,0.5,true,true,false,31,20,false,8,10,false
5979,10028.25,28.25,0.241453,1.216957,0.510481,2.989165,0,0.5494,117,2,30,4,6,26,50,200,250,300,true,350,100,0.5,true,true,false,31,20,false,17,20,false
3150,10029.31,29.31,0.212391,1.216934,0.844182,2.421338,0,0.3455,138,2,30,3,11,26,40,200,200,1000,true,350,250,0.2,true,false,true,79,29,true,12,40,false
2998,10037.51,37.51,0.260486,1.216371,0.798085,2.343262,0,0.4681,144,2,30,4,10,28,60,250,250,500,true,300,200,0.2,true,false,false,16,26,true,20,10,true
1715,10037.51,37.51,0.260486,1.216371,0.798085,2.343262,0,0.4681,144,2,30,4,10,28,60,250,250,500,true,300,200,0.4,true,false,false,55,26,true,11,10,true
